Unnamed: 0,label,text,label_num
3148,ham,"Subject: fw : fw : equistar 1373 for march
daren - i won ' t be here on friday but tom acton will back me up .
megan parker keeps asking me for an answer - have you had a chance to decide what to do ?
thanks - julie
- - - - - original message - - - - -
from : parker , megan
sent : thursday , april 26 , 2001 8 : 34 am
to : kemp , juliann
subject : re : fw : equistar 1373 for march
have you heard from daren yet ? equistar won ' t pay the invoice until we bill it correctly . thanks for you help . i know it ' s bid week .
megan
from : juliann kemp / enron @ enronxgate on 04 / 25 / 2001 10 : 22 am
to : megan parker / corp / enron @ enron
cc :
subject : fw : equistar 1373 for march
i sent this to daren farmer - to give me direction for the missing gas volumes .
the deals went to ' 0 ' in sitara by the trader and amiee confirmed it for the following days . thanks - julie
- - - - - original message - - - - -
from : kemp , juliann
sent : wednesday , april 25 , 2001 10 : 18 am
to : farmer , daren j .
subject : equistar for march
march -
meter 1373
deal 165373 for 10 , 000 ( 3 rd , 4 th , 5 th ) total 310 , 000
deal 157572 for 5 , 000 ( 3 rd ) total 155 , 000
deal was taken to zero in sitara - equistar said it should of been kept whole for the whole month .
what do you want me to do so equistar can pay their invoice . thanks - julie",0
4270,spam,"Subject: excellence meds !
smartooptions on on . line meds !
http : / / www . pinspotter 2275 biz . com / 74 /
uns
ubscribe
http : / / www . pinspotter 2275 biz . com /
hole august frigga
bumptious countersunk
limerick
",1
2308,ham,"Subject: enron avails - jan , 2001 revised
fyi
beverly
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 12 / 28 / 2000 10 : 27
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" victor haley ""
12 / 28 / 2000 11 : 24 am
to :
cc :
subject : enron avails - jan , 2001 revised
enron avails - jan , 2001 revised
- enronavailsol 01 . xls",0
3928,spam,"Subject: notification of bequest
from : dr . abdul kareem
kareem co . ( solicitors advocates )
# 34 akin osiyemi . ikeja - lagos nigeria .
tel : 234 - 80 - 33792343
( ab _ karol @ fastermail . com )
notification of bequest
this is sequel to your non response of our earlier
letter to you on behalf of the trustees and executors
to the will of late of sir engr . john scott ( ksm ) ,
i wish to notify you that you were listed as a
beneficiary to the bequest of the sum of us $ 3 , 100 . 000
[ three million one hundred thousand us dollars ] in the
codicil and last testament of the deceased . the late
sir engr . john scott until his death was a former
managing director and pioneer staff of a big
construction company ( julius berger ) here in nigeria .
he was a very dedicated christian and a great
philanthropist during his life time .
late sir john scott died on 9 th february 2002 at
the age of 68 , he was buried on the 23 rd of february .
late sir john scott even though he was an american
living and working in here as a foreigner he requested
before his death that he be buried here in his words ,
i regard here as my home and the people as my
people . he said that this token is to support your
ministry and help to the less - privilegded . i hereby
request that you forward any proof of identities of
yours , your current telephone and fax numbers and your
forwarding address in this private mail box ( ab _ karol @ fastermail . com ) to enable us file necessary
documents at our high court probate division for the
release of this bequest of money .
congratulations . yours faithfully ,
dr abdul kareem ( san )
",1
3818,spam,"Subject: holiday voucher # 608324 tropical travel package
you are receiving this email because you opted in at one of our
associates . please do not reply to this email as this address does not
accept mail . to remove yourself from this list and not receive
future offersplease click
here , or send a request ( including email address ) to :
voucher fulfillmentl 001 cypress creek road , suite 316 fort
lauderdale , fl 33309",1
2480,ham,"Subject: re : meter 0984179 sept 00
nick ,
i have reallocated the above referenced meter , per daren and clem ' s
instructions . all of the gas is on the mjg deal , as the ticket was valid
through october , 2000 . please call clem if you have any questions .
mary",0
1305,ham,"Subject: fyi - lubrizol - april lst changeover to tejas
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 07 / 31 / 2000 04 : 11
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : lee l papayoti on 03 / 22 / 2000 10 : 06 am
to : gary a hanks / hou / ect @ ect , james mckay / hou / ect @ ect
cc :
subject : fyi - lubrizol - april lst changeover to tejas
- - - - - - - - - - - - - - - - - - - - - - forwarded by lee l papayoti / hou / ect on 03 / 22 / 2000
10 : 06 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" montello , ray "" on 03 / 22 / 2000 08 : 52 : 15 am
to : lee l papayoti / hou / ect @ ect
cc : "" massingill , david ""
subject : april lst ng cut over
lee ,
on saturday , april lst , lubrizol will cut over natural gas supply from enron
to coral at lubrizol ' s bayport plant .
in order to accomplish cut over activities , we will need a technical
representative ( s ) from enron at lubrizol ' s bayport plant to participate in
the activities and to insure enron ' s interests and assets are protected .
would you please make arrangements to have an enron technical
representative ( s ) report at 12 : 00 noon , april lst , to the main guard house
at lubrizol ' s bayport plant and ask for lubrizol ' s david massigill . david
is coordinating all the cut over operations .
if you have any questions about this , please contact me ( at the numbers
indicated below ) or david massigill at ( 281 ) 479 - 2851 , ext 2511 .
thanks and best regards .
ray
ray montello
sr . purchasing agent - lz deer park
the lubrizol corporation
j : int phone & vm - ext 2225
j : ext direct dial 281 - 884 - 5225
k : : fax : : 281 - 884 - 5244 ( int : 5244 )
* : rjmo @ lubrizol . com",0
4676,spam,"Subject: re : this is how i made that money with the porn -
make a $ 1000 a day
the adult industry can
bring you riches beyond your wildest dreams make a $ 1000 a day with little
or no investment . we can show you how ! ! ! ! ! !
make a
fortune become a adult webmaster part or full time
if you would prefer not to receive these messages
check here your email will be
removed within 48 hrs
",1
245,ham,"Subject: meter 98 - 9699 & 98 - 2662 ( receipt meters w / delivery noms )
anita ,
there is a delivery nom of 22 @ the above mentioned meter for 1 / 99
production . this is a receipt meter .
can you please explain the purpose of this delivery nom being @ this receipt
meter ? i also have the same situation @ 98 - 2662 for 1 / 99 . also , this
activity is continuing on into 2 / 99 .
clem cernosek expressed that these delivery noms are causing errors on his
end of the spectrum .
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 02 / 04 / 2000 02 : 31
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
lauri a allen
02 / 04 / 2000 01 : 13 pm
to : jackie young / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : meter 9699
jackie -
i cannot for the life of me remember why this sale deal is in there . i do
believe it is valid and is a part of the purchase deal with tesoro . jill
zively was the dealmaker and could probably answer your question as could
george weissman and melissa graves . you might also check with anita , the
allocator , to see the support she gets for the allocation . this may give you
some clue as to what this volume represents . ( let me know , too , since i hate
forgetting things ! ! ! ! )",0
2635,ham,"Subject: tenaska iv transport 10 / 00
have you been able to work out these transport pricing differences for oct .
2000 ? we have only been able to pay $ 4 , 000 . 00 of the $ 28 , 000 . 00 invoice .
the pricing for nov . 2000 ( deal 452491 ) has problems too . we have $ 0 . 01 for
11 / 3 at meter 20014804 and txu is billing us $ 0 . 10 at meter 25000200 and
$ 0 . 02 at meter 20014903 for the entire month .
i have also noticed that we are not accruing any transport for dec 2000
forward . we have received the dec . 2000 invoice from txu , but we do not have
a deal to pay them . we should be getting jan . 2001 next week . is there a
deal for these months ?
megan
- - - - - - - - - - - - - - - - - - - - - - forwarded by megan parker / corp / enron on 02 / 26 / 2001
12 : 28 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : megan parker 01 / 05 / 2001 04 : 12 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : tenaska iv transport 10 / 00
i took a look at the transport for txu lone star for tenaska iv for 10 / 00 .
we mostly have price differences , but one deal needs some days added . let me
know if you need copies of the invoices . the meters below are delivery
meters . i wasn ' t sure what the receipt meters would be .
deal 452491 , meter 20014903 need to add days 24 - 26 and 28 - 31
need to check rate - we show $ 0 . 01 and we were billed $ 0 . 02
deal 452491 , meter 25000200 need to check rate - we show $ 0 . 02 and we were
billed $ 0 . 10
deal 452475 , meter 25000200 need to check rate - we show prices from $ 0 . 005
to $ 0 . 02
and we were billed $ 0 . 11
thanks ,
megan",0
3073,ham,"Subject: re : nom / actual volume for april 16 th
we agree
"" eileen ponton "" on 04 / 17 / 2001 11 : 00 : 35 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : nom / actual volume for april 16 th
nom mcf mmbtu
30 , 000 29 , 974 30 , 784
btu = 1 . 027",0
2489,ham,"Subject: equistar feb - 01
daren - here are the equistar # ' s . there should be a total of 65 . 000 . there
is a new deal per janice at equistar at meter 1373 effective 2 / 01 . i have
not seen a deal for this . let me know if it is legitimate . no volumes were
added , just moved from meter to meter . ( deal # 378904 ) thanks .
al",0
361,ham,"Subject: half day of vac on 2 / 28
12 . 20 dentist appt on 2 / 29",0
4042,spam,"Subject: coming over tomorrow ?
some suspect it is a stray exotic
pet because it seems to like being around people . but the feeling is generally
not mutual
top quality
software ~ lowest
possible
prices :
fulton is looking at eight
fires in the past two weeks over a broad area , smith said . we ' re not sure if
it ' s even arson .
special
offer # 1 :
windows
xp
professional + microsoft
office
xp professional
$ 80
they appear to have been set
by the same person or people , anderson said .
special offer # 2 :
adobe - photoshop 7 , premiere 7 , illustrator 10
$ 120
forsyth ' s fires have been in vacant buildings , large
commercial dumpsters and vehicles , he said
special offer # 3 :
macromedia
dreamwaver
mx 2004 + flash mx 2004
$ 100
and many
more
titles
to
choose
from ,
take
a look
now
a string of 20 or more suspicious fires across north
fulton and forsyth counties in the past two weeks may be the work of the same
person or people
no thanks
this one appears tame , smith said ,
but could be dangerous because wild animals are unpredictable . people should not
approach it , nor should they run away from the animal since that could provoke a
chase . the best thing to do is ignore it , keep away from it and call the
authorities , he g to tales circulating the wooded neighborhood off , the animal
walked up to a man as he was swinging his toddler in the back yard . the cat is
said to have lunged at the child . as the story goes , the man fended it off with
a chair , his wife grabbed their child , and they ran into the house . the cat sat
on their back deck for a while looking in , just like at the in another tale on a
different street , a teenage baby sitter was at the backyard pool with an
8 - year - old boy and his cousin . the cat sneaked up on them from behind , and she
jumped into the pool with the boy . they swam to the other side , but it followed
them . they all ran into the house , and the cat sat looking in the door .
",1
948,ham,"Subject: panenergy marketing march 2000 production
daren -
have you had a chance to change the pricing in the system ?
duke has called me several times they want to get our march deals finalized .
i am not sure what i should tell them .
thanks -
- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on
06 / 12 / 2000 01 : 24 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
katherine herrera
04 / 20 / 2000 08 : 31 am
to : daren j farmer / hou / ect @ ect
cc :
subject : panenergy marketing march 2000 production
deal # 157288
per our conversation yesterday afternoon , pls . separate the centena term deal
from the spot deal in sitara for march 2000 production .
also , i need to have the price for the east texas redelivery changed in
sitara from hs index $ - . 085 to hs index $ - . 0825 . this is per the contract
the price for this redelivery point .
thanks
katherine
5 - 8643",0
4880,spam,"Subject: message subject
- - - - 84588087127852319762
hi varou ,
% rnd _ intro
% rnd _ ad _ 1
% rnd _ buy _ tag . visit us today .
best regards ,
millicent patton
",1
3847,spam,"Subject: new profile ( otcbb : cinm ) the stock to watch
cinm highlights
about cinm
cinm was down 50 % on friday on no negative news whatsoever . after the stock market closed cinm issued a news release estimating growth targets for 2004 - 2006 .
watch for dead cat bounce in the days ahead for no other reason than new news and a rebound from a precipitous drop in stock price .
important disclaimer and information :
verify all claims and do your own due diligence . daily double stock reporter ( ddsr ) profiles are not a solicitation or recommendation to buy , sell or hold securities . ddsr is not offering securities for sale . all statements and expressions are the sole opinion of ddsr and are subject to change without notice . the companies that are discussed in this opinion have not approved the statements made in this opinion . this release may contain statements that constitute forward - looking statements within the meaning of section 27 a of the securities act of 1933 , as amended , and section 21 e the securities exchange act of 1934 , as amended . the words may would , will , expect , estimate , anticipate , believe , intend , and similar expressions and variations thereof are intended to identify forward - looking statements . investors are cautioned that any such forward - looking statements are not guarantees of future performance and involve risks and uncertainties , many of which are beyond the company ' s ability to control , and that actual results may differ materially from those projected in the forward - looking statements as a result of various factors . this profile is not without bias , and is a paid advertisement . ddsr is not liable for any investment decisions by its readers or subscribers . ddsr is not a registered broker dealer or investment advisor . it is strongly recommended that any purchase or sale decision be discussed with a financial adviser , or a broker - dealer , or a member of any financial regulatory bodies . the information contained in ddsr profiles is provided as an information only service . the accuracy or completeness of the information is not guaranteed and is only as reliable as the sources from which it was obtained . investing in micro cap stocks is extremely risky and , investors are cautioned that they may lose all or a portion of their investment if they make a purchase in cinm .
ddsr has been compensated 1 , 000 , 000 free trading shares of cinm by wolverine inv . , a non - affiliated third party . the reader should verify all claims and do their own due diligence before investing in any securities mentioned . investing in securities is speculative and carries a high degree of risk . we encourage our readers to invest carefully and read the investor information available at the web sites of the securities and exchange commission ( sec ) at
http : / / www . sec . gov and / or the national association of securities dealers ( nasd ) at http : / / www . nasd . com . we also strongly recommend that you read the sec advisory to investors concerning internet stock fraud , which can be found at http : / / www . sec . gov / consumer / cyberfr . htm . readers can review all public filings by companies at the sec ' s edgar page . the nasd has published information on how to invest carefully at its web site . ddsr intends to sell all or a portion of the cinm stock at or about the time of publication of this report . subsequently ddsr may buy or sell shares of cinm stock in the open market . since ddsr has been compensated there is an inherent conflict of interest .
this message was sent to address paliourg @ iit . demokritos . gr to stop receiving emails from this recurring list , send a blank email to unsub - ubmmabmwfzqafd @ upper - web - side . comorsend a mail with your email address to
now technologies , 2234 north federal highway suite 481 , boca raton , florida 33431",1
